@RELATION test

@ATTRIBUTE C17002e1  NUMERIC
@ATTRIBUTE C17002e2   NUMERIC
@ATTRIBUTE C17002e3  NUMERIC
@ATTRIBUTE poverty    {low_poverty,high_poverty}

@data
961,30,139,high_poverty
1037,49,243,high_poverty
866,40,44,low_poverty
531,34,9,low_poverty
1745,0,0,low_poverty
2345,58,364,low_poverty
1904,160,167,low_poverty
851,114,155,high_poverty
700,68,174,high_poverty
1395,333,258,low_poverty
1410,100,360,high_poverty
3988,166,238,low_poverty
2633,0,104,low_poverty
383,0,22,high_poverty
1192,31,35,high_poverty
920,65,48,low_poverty
965,0,5,low_poverty
1208,79,21,low_poverty
1428,272,0,low_poverty
1551,27,116,low_poverty
2561,23,113,low_poverty
1983,25,74,low_poverty
1539,69,140,low_poverty
1427,200,64,low_poverty
1736,586,180,high_poverty
1552,158,18,low_poverty
1651,38,286,high_poverty
1308,12,79,low_poverty
2062,157,368,low_poverty
867,0,260,low_poverty
2958,273,610,low_poverty
2121,12,53,low_poverty
425,34,17,low_poverty
2176,122,94,low_poverty
789,305,96,high_poverty
1876,173,188,low_poverty
1921,130,121,low_poverty
1941,17,202,low_poverty
2028,52,132,low_poverty
2611,94,503,low_poverty
821,103,297,low_poverty
473,51,0,low_poverty
462,59,5,high_poverty
1132,20,155,low_poverty
268,77,74,high_poverty
722,15,137,high_poverty
1236,198,117,high_poverty
1371,27,57,low_poverty
845,219,54,low_poverty
1139,201,329,high_poverty
1511,83,96,high_poverty
1215,286,122,high_poverty
1971,345,268,high_poverty
1420,12,78,low_poverty
1927,346,189,high_poverty
1683,173,74,low_poverty
208,37,0,low_poverty
329,13,8,low_poverty
617,62,27,low_poverty
538,57,46,low_poverty
483,76,60,low_poverty
1854,122,184,low_poverty
1152,236,202,high_poverty
690,22,155,low_poverty
1369,185,284,high_poverty
2222,354,651,high_poverty
1351,39,333,high_poverty
590,0,0,low_poverty
1784,396,40,high_poverty
2692,315,459,low_poverty
1135,294,206,high_poverty
1010,37,97,low_poverty
1194,6,169,low_poverty
1016,53,204,high_poverty
1231,24,201,low_poverty
1353,72,191,low_poverty
1333,115,138,low_poverty
1007,13,81,high_poverty
379,84,88,high_poverty
588,46,51,high_poverty
1184,207,83,low_poverty
1877,174,553,low_poverty
2728,85,220,low_poverty
1634,177,158,low_poverty
912,124,52,high_poverty
3158,190,281,high_poverty
1543,0,29,low_poverty
2795,81,254,low_poverty
3384,74,0,low_poverty
2436,117,85,low_poverty
1410,114,56,low_poverty
1047,187,193,low_poverty
2391,158,145,high_poverty
2098,90,7,low_poverty
1143,26,8,low_poverty
1912,186,31,low_poverty
832,39,22,low_poverty
1924,244,81,low_poverty
1300,37,478,high_poverty
1699,53,101,low_poverty
549,0,23,low_poverty
1353,104,161,high_poverty
2349,61,50,low_poverty
721,25,216,high_poverty
1838,17,0,low_poverty
1265,36,136,high_poverty
0,0,0,low_poverty
1800,26,103,low_poverty
732,208,0,high_poverty
2064,80,110,low_poverty
551,14,336,low_poverty
1738,262,596,high_poverty
3106,57,198,low_poverty
1266,184,79,low_poverty
1373,58,42,low_poverty
661,0,10,high_poverty
618,67,117,low_poverty
873,88,180,high_poverty
1067,0,124,high_poverty
1178,135,93,high_poverty
1100,4,170,low_poverty
407,0,0,low_poverty
1384,125,712,high_poverty
817,77,78,low_poverty
1147,140,130,low_poverty
0,0,0,low_poverty
645,84,110,high_poverty
1533,476,463,high_poverty
1812,151,352,high_poverty
1964,697,585,high_poverty
747,27,92,high_poverty
852,39,0,low_poverty
1188,121,294,low_poverty
1507,24,80,low_poverty
1812,266,232,low_poverty
1509,97,320,low_poverty
627,55,181,high_poverty
424,17,0,high_poverty
1902,72,607,high_poverty
1030,37,25,low_poverty
1990,299,295,high_poverty
1086,64,322,low_poverty
885,0,23,low_poverty
531,20,40,high_poverty
1377,411,209,high_poverty
762,137,229,high_poverty
1188,65,303,high_poverty
1584,206,476,high_poverty
1052,295,262,high_poverty
492,37,15,low_poverty
252,15,17,low_poverty
1002,37,0,low_poverty
1224,248,334,high_poverty
1470,192,177,high_poverty
808,1,182,low_poverty
1916,187,130,high_poverty
764,83,100,low_poverty
670,22,129,low_poverty
918,82,65,low_poverty
729,44,129,low_poverty
1091,457,521,high_poverty
616,43,212,low_poverty
974,72,266,high_poverty
507,52,77,low_poverty
737,71,91,high_poverty
756,314,147,high_poverty
611,20,85,high_poverty
479,59,109,high_poverty
811,199,195,high_poverty
410,145,25,high_poverty
847,430,227,high_poverty
680,134,149,low_poverty
529,33,26,low_poverty
669,17,0,high_poverty
651,13,50,high_poverty
603,6,36,low_poverty
836,9,121,high_poverty
247,0,68,high_poverty
1370,186,10,low_poverty
1259,116,131,low_poverty
1820,109,33,low_poverty
1377,127,0,low_poverty
611,36,29,high_poverty
1136,169,0,low_poverty
894,85,31,low_poverty
631,44,0,high_poverty
752,29,0,low_poverty
750,0,0,low_poverty
634,0,0,low_poverty
823,0,0,low_poverty
492,65,0,low_poverty
406,0,0,low_poverty
1053,15,0,low_poverty
1035,17,7,low_poverty
868,33,24,low_poverty
901,32,0,low_poverty
829,111,0,high_poverty
0,0,0,high_poverty
698,0,40,high_poverty
450,14,53,low_poverty
1172,75,1,low_poverty
1069,118,24,low_poverty
1228,0,16,low_poverty
1193,0,100,low_poverty
508,0,76,high_poverty
718,0,0,low_poverty
1196,0,69,low_poverty
754,122,10,low_poverty
311,13,35,low_poverty
1546,59,183,low_poverty
1435,9,120,low_poverty
936,20,187,low_poverty
1598,51,133,low_poverty
2899,147,243,low_poverty
1632,81,61,low_poverty
773,180,0,low_poverty
1229,83,29,low_poverty
999,108,27,low_poverty
785,119,161,high_poverty
4706,0,0,low_poverty
1342,46,12,low_poverty
2242,42,178,low_poverty
575,17,29,low_poverty
2328,31,353,low_poverty
125,0,11,low_poverty
1374,147,230,high_poverty
1445,52,16,low_poverty
1216,239,129,high_poverty
1704,103,263,low_poverty
670,71,190,high_poverty
1150,309,116,low_poverty
1160,26,0,low_poverty
370,96,53,high_poverty
1658,10,263,low_poverty
2205,212,1017,high_poverty
1107,235,152,high_poverty
3243,690,606,high_poverty
2569,205,320,high_poverty
941,488,278,high_poverty
473,172,149,high_poverty
2494,807,491,high_poverty
1421,25,58,low_poverty
1397,9,232,low_poverty
2316,86,31,low_poverty
2251,124,101,low_poverty
1351,94,33,low_poverty
651,21,23,low_poverty
936,204,0,low_poverty
1974,435,516,low_poverty
3120,47,6,low_poverty
2040,108,47,low_poverty
1021,0,135,low_poverty
858,33,9,low_poverty
937,19,20,low_poverty
863,76,39,low_poverty
830,102,97,low_poverty
870,71,135,high_poverty
796,86,124,low_poverty
1632,121,39,low_poverty
471,20,4,low_poverty
1574,36,27,low_poverty
892,129,35,low_poverty
751,377,0,low_poverty
1930,180,182,low_poverty
1715,117,228,high_poverty
1319,0,10,low_poverty
3475,395,301,high_poverty
2208,277,86,low_poverty
1615,66,143,low_poverty
843,4,137,low_poverty
1165,14,14,low_poverty
5731,94,323,low_poverty
1660,62,210,low_poverty
3247,53,0,low_poverty
3842,15,33,low_poverty
1321,0,0,low_poverty
1669,81,157,low_poverty
1893,33,34,low_poverty
4924,18,0,low_poverty
1151,47,19,low_poverty
1690,35,0,low_poverty
821,0,0,low_poverty
1591,9,53,low_poverty
2354,277,369,low_poverty
1202,63,68,low_poverty
1269,0,18,low_poverty
1145,234,226,high_poverty
1238,0,20,low_poverty
1199,17,15,low_poverty
1881,39,137,low_poverty
1574,104,175,low_poverty
736,69,0,low_poverty
1525,151,105,low_poverty
2907,341,360,high_poverty
1580,21,428,high_poverty
326,0,12,high_poverty
2217,50,367,low_poverty
543,3,120,low_poverty
2848,82,151,low_poverty
1911,18,199,low_poverty
1321,132,162,low_poverty
1719,384,126,high_poverty
1350,126,49,low_poverty
795,41,30,high_poverty
864,164,58,high_poverty
1431,198,280,low_poverty
1151,255,139,low_poverty
673,146,169,high_poverty
2180,136,92,low_poverty
1529,94,107,low_poverty
958,13,82,low_poverty
845,25,53,high_poverty
1299,112,2,low_poverty
981,41,2,low_poverty
1693,44,128,low_poverty
2106,304,0,low_poverty
3027,167,0,low_poverty
1052,357,20,high_poverty
989,0,160,low_poverty
4452,503,960,low_poverty
1681,99,99,low_poverty
998,84,100,low_poverty
740,19,8,low_poverty
1651,239,100,low_poverty
2668,699,844,high_poverty
1825,44,381,low_poverty
541,21,25,low_poverty
1271,87,221,low_poverty
1249,82,298,low_poverty
2654,98,57,low_poverty
1508,245,483,high_poverty
1326,34,190,low_poverty
985,0,319,high_poverty
1191,137,108,low_poverty
2443,70,317,low_poverty
1445,29,155,low_poverty
2192,104,440,high_poverty
1219,53,282,low_poverty
2725,310,352,low_poverty
1107,232,51,low_poverty
1574,290,134,low_poverty
1918,186,293,low_poverty
1820,97,23,low_poverty
1713,0,27,low_poverty
1832,59,168,low_poverty
239,0,0,low_poverty
967,0,0,low_poverty
665,62,39,low_poverty
1993,10,186,low_poverty
1586,0,89,low_poverty
1474,48,75,low_poverty
1124,52,9,high_poverty
1616,14,24,low_poverty
1827,225,7,low_poverty
2105,9,1,low_poverty
1456,0,139,low_poverty
861,16,0,low_poverty
1507,96,297,high_poverty
1613,71,193,low_poverty
1407,117,209,high_poverty
603,12,281,low_poverty
1189,64,19,low_poverty
654,0,55,low_poverty
1926,317,274,high_poverty
817,0,44,high_poverty
1283,59,203,low_poverty
6321,455,296,low_poverty
859,58,7,high_poverty
3021,790,724,high_poverty
1959,157,427,high_poverty
1900,220,217,high_poverty
7745,93,45,low_poverty
2299,44,28,low_poverty
1599,381,163,low_poverty
2184,3,67,low_poverty
6201,0,207,low_poverty
5464,54,286,low_poverty
1305,94,14,low_poverty
1581,20,46,low_poverty
944,27,56,low_poverty
1340,17,46,low_poverty
656,76,36,low_poverty
3264,186,610,high_poverty
4493,209,227,low_poverty
4126,59,72,low_poverty
54,0,0,high_poverty
1888,117,219,low_poverty
933,15,157,low_poverty
687,51,353,high_poverty
1112,26,140,low_poverty
1178,161,103,low_poverty
1245,11,515,low_poverty
907,73,260,low_poverty
817,70,116,low_poverty
1063,88,51,low_poverty
986,294,0,high_poverty
746,76,107,high_poverty
1039,154,81,low_poverty
1178,55,107,low_poverty
1050,44,435,high_poverty
1178,191,358,high_poverty
1132,107,9,low_poverty
767,0,26,low_poverty
851,2,45,low_poverty
1285,63,23,low_poverty
762,39,24,low_poverty
725,30,149,low_poverty
799,68,28,low_poverty
1591,20,69,low_poverty
829,218,14,low_poverty
1376,12,10,low_poverty
636,0,0,low_poverty
1873,140,130,low_poverty
1302,328,40,low_poverty
406,0,0,high_poverty
1878,55,236,high_poverty
708,60,108,high_poverty
1407,12,129,low_poverty
1322,51,47,high_poverty
0,0,0,low_poverty
0,0,0,low_poverty
1116,85,114,low_poverty
1466,32,56,low_poverty
647,38,19,low_poverty
1453,40,243,low_poverty
1147,141,102,low_poverty
892,71,26,low_poverty
961,28,64,high_poverty
1353,350,165,high_poverty
761,0,0,high_poverty
1725,36,50,low_poverty
715,15,56,high_poverty
812,46,133,low_poverty
2465,171,306,low_poverty
1025,30,228,high_poverty
1382,83,244,low_poverty
1264,50,175,high_poverty
1340,204,163,high_poverty
1464,147,133,high_poverty
966,177,165,high_poverty
3041,388,417,high_poverty
4093,177,536,low_poverty
1407,20,42,low_poverty
426,104,17,high_poverty
1436,100,233,high_poverty
1748,38,263,low_poverty
1078,32,47,high_poverty
1092,0,66,low_poverty
1795,80,103,high_poverty
946,0,15,low_poverty
1754,22,445,high_poverty
2828,181,451,low_poverty
2336,104,219,low_poverty
739,17,0,high_poverty
861,39,0,high_poverty
3172,47,67,low_poverty
1963,145,663,high_poverty
3017,98,79,low_poverty
1890,529,254,high_poverty
1175,282,706,high_poverty
2946,49,26,low_poverty
1186,82,197,high_poverty
745,30,175,high_poverty
5243,154,34,low_poverty
1833,100,367,high_poverty
3500,250,256,low_poverty
2879,44,32,low_poverty
1060,0,27,high_poverty
991,16,36,high_poverty
4153,30,58,low_poverty
642,42,124,low_poverty
877,68,0,low_poverty
2293,130,379,high_poverty
5678,240,201,low_poverty
9028,269,640,low_poverty
4570,0,112,low_poverty
1899,35,136,low_poverty
7210,837,253,low_poverty
1780,93,0,low_poverty
7144,736,689,high_poverty
401,121,0,low_poverty
1353,412,514,high_poverty
1190,65,443,high_poverty
1491,247,307,high_poverty
1328,178,57,low_poverty
396,69,83,high_poverty
522,0,57,high_poverty
782,84,127,high_poverty
811,373,224,high_poverty
565,32,36,low_poverty
350,0,0,high_poverty
816,0,16,low_poverty
581,0,23,high_poverty
937,319,179,high_poverty
919,231,199,high_poverty
5648,38,351,low_poverty
908,247,280,high_poverty
319,36,0,low_poverty
1423,123,252,low_poverty
624,11,14,low_poverty
951,198,8,low_poverty
782,146,46,low_poverty
1890,4,10,low_poverty
627,35,74,low_poverty
817,8,37,low_poverty
2238,36,108,low_poverty
1209,0,159,low_poverty
931,0,0,low_poverty
709,64,55,high_poverty
927,22,22,low_poverty
936,21,44,low_poverty
1391,92,101,low_poverty
668,16,15,low_poverty
649,8,19,low_poverty
1330,0,48,low_poverty
995,43,0,high_poverty
1763,318,74,low_poverty
2182,31,203,low_poverty
1718,207,241,low_poverty
701,33,87,low_poverty
1443,164,153,high_poverty
1159,33,57,low_poverty
4692,322,497,low_poverty
999,45,270,low_poverty
805,0,321,high_poverty
1606,85,15,high_poverty
1696,187,119,high_poverty
764,11,49,low_poverty
1195,67,74,low_poverty
287,0,0,low_poverty
4441,455,65,low_poverty
744,21,75,low_poverty
2846,64,383,low_poverty
1847,13,52,low_poverty
2340,49,456,low_poverty
703,32,0,low_poverty
1308,222,44,low_poverty
717,11,7,low_poverty
343,0,21,low_poverty
1505,177,0,low_poverty
1300,126,17,high_poverty
494,9,16,low_poverty
513,147,35,high_poverty
805,11,11,low_poverty
384,0,47,low_poverty
507,27,10,low_poverty
390,26,11,low_poverty
1117,29,31,low_poverty
1972,91,0,low_poverty
1241,18,47,low_poverty
1425,69,104,low_poverty
978,210,165,high_poverty
1922,86,40,low_poverty
1357,94,14,low_poverty
564,33,0,low_poverty
521,91,194,low_poverty
2766,75,144,low_poverty
548,0,99,high_poverty
462,17,13,low_poverty
280,0,12,high_poverty
311,13,39,high_poverty
929,458,43,high_poverty
803,104,17,low_poverty
1190,34,113,low_poverty
336,8,0,high_poverty
860,30,0,low_poverty
265,37,0,low_poverty
532,61,98,low_poverty
1010,32,2,high_poverty
402,41,41,low_poverty
923,40,15,low_poverty
451,45,0,low_poverty
4782,614,650,low_poverty
1629,42,33,low_poverty
907,0,29,low_poverty
4168,75,134,low_poverty
1256,11,131,low_poverty
1423,45,0,low_poverty
1146,93,107,high_poverty
3120,507,249,low_poverty
1868,30,54,high_poverty
1008,0,0,low_poverty
1337,99,104,high_poverty
891,136,34,low_poverty
1009,0,104,high_poverty
1471,336,237,high_poverty
1074,215,152,low_poverty
612,102,79,low_poverty
1104,121,46,low_poverty
997,42,187,low_poverty
822,153,51,high_poverty
1070,230,293,low_poverty
1995,23,179,low_poverty
2983,151,167,low_poverty
881,170,85,low_poverty
491,0,18,low_poverty
466,24,95,low_poverty
975,8,73,low_poverty
518,11,0,low_poverty
2360,86,38,low_poverty
1785,14,217,low_poverty
124,0,0,low_poverty
656,0,14,low_poverty
1909,58,128,low_poverty
1006,169,40,low_poverty
3965,104,534,high_poverty
4123,127,23,low_poverty
1136,63,29,low_poverty
4862,188,0,low_poverty
449,129,115,high_poverty
793,114,31,high_poverty
1353,95,56,high_poverty
1540,0,140,low_poverty
832,113,0,high_poverty
1209,49,28,low_poverty
759,0,47,high_poverty
1570,155,100,low_poverty
2087,195,58,low_poverty
507,23,34,low_poverty
560,37,0,low_poverty
177,15,0,low_poverty
354,5,0,low_poverty
363,18,0,low_poverty
639,0,43,low_poverty
845,84,10,low_poverty
431,13,25,low_poverty
486,0,0,low_poverty
836,52,40,low_poverty
835,51,315,high_poverty
810,60,22,high_poverty
0,0,0,low_poverty
1484,157,0,low_poverty
1796,255,267,high_poverty
59,35,12,low_poverty
1073,468,272,high_poverty
547,234,156,high_poverty
2120,1093,447,high_poverty
952,157,136,high_poverty
722,29,145,low_poverty
1405,29,106,low_poverty
427,94,36,high_poverty
1332,637,230,high_poverty
0,0,0,low_poverty
5,3,2,low_poverty
0,0,0,low_poverty
855,99,143,high_poverty
1651,30,29,low_poverty
704,0,34,low_poverty
900,0,0,low_poverty
1829,277,237,low_poverty
1535,23,0,low_poverty
912,33,262,high_poverty
986,241,127,high_poverty
1736,466,470,low_poverty
980,281,68,high_poverty
1789,997,289,high_poverty
580,372,24,high_poverty
1955,1105,193,high_poverty
1323,641,244,high_poverty
1031,556,287,high_poverty
1247,382,103,high_poverty
310,0,0,high_poverty
632,50,206,high_poverty
2018,259,37,low_poverty
957,19,25,low_poverty
1463,384,492,high_poverty
1718,42,115,low_poverty
1103,64,21,low_poverty
1427,100,72,low_poverty
1963,110,219,low_poverty
1490,41,69,low_poverty
1747,56,0,low_poverty
4341,36,26,low_poverty
2144,344,104,high_poverty
1050,30,240,low_poverty
391,0,0,low_poverty
0,0,0,low_poverty
1620,0,6,low_poverty
4485,53,80,low_poverty
799,256,32,high_poverty
1424,79,190,low_poverty
4741,84,66,low_poverty
657,0,0,low_poverty
879,356,133,high_poverty
1043,25,209,low_poverty
1196,219,135,high_poverty
627,27,91,low_poverty
1186,139,0,low_poverty
2530,105,685,low_poverty
2882,45,288,low_poverty
1166,60,106,low_poverty
884,101,121,low_poverty
997,77,57,high_poverty
812,79,59,low_poverty
0,0,0,low_poverty
2104,346,307,high_poverty
938,79,138,low_poverty
1833,70,96,low_poverty
508,58,8,low_poverty
1402,111,84,low_poverty
477,120,119,low_poverty
878,27,34,low_poverty
1204,385,326,high_poverty
519,78,74,low_poverty
1005,39,90,low_poverty
1364,277,121,high_poverty
1333,441,362,low_poverty
844,9,14,low_poverty
855,35,54,high_poverty
2082,594,764,high_poverty
865,35,0,low_poverty
1080,28,223,high_poverty
834,22,236,high_poverty
1633,61,10,low_poverty
1065,29,31,low_poverty
1588,24,248,low_poverty
1635,9,33,low_poverty
830,9,48,low_poverty
1411,14,65,low_poverty
681,59,141,low_poverty
663,75,127,low_poverty
1471,26,29,low_poverty
1582,308,258,high_poverty
1966,85,389,high_poverty
1973,448,457,high_poverty
1822,32,28,low_poverty
2015,18,160,low_poverty
681,37,19,low_poverty
1606,16,62,low_poverty
4466,97,0,low_poverty
3214,29,8,low_poverty
1470,35,57,low_poverty
600,0,10,high_poverty
1082,57,48,low_poverty
704,24,33,high_poverty
1527,104,240,high_poverty
1733,44,135,high_poverty
2129,45,33,low_poverty
1028,22,56,low_poverty
1366,137,17,low_poverty
2338,331,130,high_poverty
1677,227,530,high_poverty
2350,414,87,high_poverty
1407,141,16,low_poverty
1078,120,103,low_poverty
700,36,27,low_poverty
1496,81,352,low_poverty
