GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US120110703111,2440,21,210,low_poverty
15000US120110703113,1496,0,32,low_poverty
15000US120110703124,2241,47,84,low_poverty
15000US120110703161,1603,68,18,low_poverty
15000US120110703171,15225,569,965,low_poverty
15000US120110703181,2507,36,107,low_poverty
15000US120110703191,2899,65,30,low_poverty
15000US120110703192,1880,24,99,low_poverty
15000US120110703201,597,160,11,low_poverty
15000US120110703202,2176,0,0,low_poverty
15000US120110703203,1736,0,0,low_poverty
15000US120110703211,3047,90,348,low_poverty
15000US120110703223,2092,273,111,low_poverty
15000US120110704011,1675,8,152,low_poverty
15000US120110704013,3140,51,206,low_poverty
15000US120110704021,3238,71,22,low_poverty
15000US120110704041,1848,63,0,low_poverty
15000US120110705012,2042,17,47,low_poverty
15000US120110705013,608,0,16,low_poverty
15000US120110801021,894,182,127,low_poverty
15000US120110801024,1054,405,90,high_poverty
15000US120110804022,1353,203,197,high_poverty
15000US120110804031,2086,122,190,high_poverty
15000US120110804061,2681,213,184,high_poverty
15000US120110804062,2285,33,270,low_poverty
15000US120110901012,1269,0,65,low_poverty
15000US120110901015,1280,157,10,low_poverty
15000US120110902002,1844,65,53,low_poverty
15000US120110903021,830,42,163,low_poverty
15000US120110903026,1881,13,240,high_poverty
15000US120110904032,1487,119,92,high_poverty
15000US120110904041,2285,501,477,high_poverty
15000US120110904042,2764,291,406,high_poverty
15000US120110906011,1490,110,47,low_poverty
15000US120110906024,1425,128,383,high_poverty
15000US120110907002,4916,116,453,low_poverty
15000US120110908023,839,75,187,low_poverty
15000US120110909001,1476,23,0,low_poverty
15000US120110910001,1768,49,87,low_poverty
15000US120110910002,962,2,23,low_poverty
15000US120110911003,2253,298,62,high_poverty
15000US120110914002,1208,97,214,high_poverty
15000US120110918021,2010,188,361,low_poverty
15000US120110919022,1932,0,237,high_poverty
15000US120110919023,1624,398,56,high_poverty
15000US120110920001,818,10,27,low_poverty
15000US120110920003,2250,59,129,low_poverty
15000US120111001013,799,48,32,low_poverty
15000US120111001031,2762,72,224,low_poverty
15000US120111001041,896,28,13,high_poverty
15000US120111003002,990,49,104,high_poverty
15000US120111005011,824,99,120,high_poverty
15000US120111007003,1262,216,216,high_poverty
15000US120111008021,3019,190,100,high_poverty
15000US120111101003,2266,143,21,low_poverty
15000US120111101004,1530,121,21,low_poverty
15000US120111103011,1202,74,51,high_poverty
15000US120111103032,1635,10,5,low_poverty
15000US120111103111,3043,71,155,low_poverty
15000US120111103133,3300,188,387,low_poverty
15000US120111103191,3036,28,203,low_poverty
15000US120111103205,477,0,79,low_poverty
15000US120111103221,9085,59,218,low_poverty
15000US120111103222,1543,72,354,high_poverty
15000US120111103233,1548,104,218,high_poverty
15000US120111103262,1471,84,0,low_poverty
15000US120111103313,1008,0,0,low_poverty
15000US120111103315,1494,0,0,low_poverty
15000US120111103331,4022,13,142,low_poverty
15000US120111103353,1852,285,115,high_poverty
15000US120111103363,1871,111,109,low_poverty
15000US120111103381,1623,95,164,low_poverty
15000US120111103412,688,165,113,high_poverty
15000US120111103422,7940,255,208,low_poverty
15000US120111104021,2108,16,217,low_poverty
15000US120111104022,3297,76,445,low_poverty
15000US120111105012,1889,303,260,low_poverty
15000US120111106003,1978,268,44,high_poverty
15000US120130101002,1003,143,123,low_poverty
15000US120130102001,702,17,83,low_poverty
15000US120130102003,1924,81,262,low_poverty
15000US120130103001,712,44,72,high_poverty
15000US120130103003,1178,151,185,low_poverty
15000US120130103005,1065,80,244,low_poverty
15000US120150101002,1977,68,208,low_poverty
15000US120150103011,733,16,13,low_poverty
15000US120150103022,1442,136,360,high_poverty
15000US120150104044,732,0,0,low_poverty
15000US120150105011,1159,214,74,high_poverty
15000US120150105012,2969,139,330,low_poverty
15000US120150105023,3107,101,272,low_poverty
15000US120150105024,991,53,42,low_poverty
15000US120150201041,2054,23,30,low_poverty
15000US120150202023,962,44,0,low_poverty
15000US120150202024,1647,77,55,low_poverty
15000US120150203011,909,44,0,low_poverty
15000US120150203021,1918,32,167,high_poverty
15000US120150203022,1755,149,217,low_poverty
15000US120150204001,1184,0,0,low_poverty
15000US120150204003,2534,53,144,low_poverty
15000US120150205011,1604,15,77,low_poverty
15000US120150206012,1184,73,281,low_poverty
15000US120150207003,1393,13,431,high_poverty
15000US120150208001,2379,327,266,high_poverty
15000US120150209001,2104,65,64,low_poverty
15000US120150210021,1746,78,59,low_poverty
15000US120150302001,1992,109,0,low_poverty
15000US120150302002,2361,222,453,low_poverty
15000US120150303012,755,39,23,low_poverty
15000US120150303023,540,9,0,low_poverty
15000US120150304021,674,25,36,low_poverty
15000US120150305022,1718,29,115,low_poverty
15000US120174501012,1337,254,18,low_poverty
15000US120174501013,1734,184,123,low_poverty
15000US120174501022,1114,66,46,low_poverty
15000US120174501024,946,62,283,high_poverty
15000US120174503021,3046,225,206,low_poverty
15000US120174503022,4028,67,429,low_poverty
15000US120174503023,1471,0,302,low_poverty
15000US120174503031,1749,168,415,low_poverty
15000US120174503032,1343,0,290,low_poverty
15000US120174503033,1492,82,141,low_poverty
15000US120174503043,5563,120,733,low_poverty
15000US120174504001,2027,112,310,low_poverty
15000US120174504002,1186,184,83,low_poverty
15000US120174505001,843,37,75,high_poverty
15000US120174506012,3015,399,653,high_poverty
15000US120174506022,967,48,18,low_poverty
15000US120174507011,2854,60,274,low_poverty
15000US120174507012,3966,232,137,low_poverty
15000US120174507021,2375,344,328,low_poverty
15000US120174507022,2296,252,161,high_poverty
15000US120174507023,2921,147,153,low_poverty
15000US120174507024,1244,250,180,high_poverty
15000US120174508004,2086,77,178,low_poverty
15000US120174509012,941,46,52,low_poverty
15000US120174510002,1022,60,273,low_poverty
15000US120174510003,942,0,0,low_poverty
15000US120174510005,1062,90,48,low_poverty
15000US120174511021,1593,143,150,low_poverty
15000US120174511022,2487,191,314,low_poverty
15000US120174514001,2029,155,126,high_poverty
15000US120174515011,1126,98,113,low_poverty
15000US120174515012,1714,31,200,low_poverty
15000US120174515021,1617,41,241,low_poverty
15000US120174516012,1765,25,0,low_poverty
15000US120174516022,1551,33,105,low_poverty
15000US120190301021,498,73,21,low_poverty
15000US120190301022,2968,219,713,low_poverty
15000US120190301041,2381,277,382,high_poverty
15000US120190302011,12213,305,597,low_poverty
15000US120190302031,4594,81,294,low_poverty
15000US120190302032,12714,887,328,low_poverty
15000US120190303011,2532,75,103,high_poverty
15000US120190307012,1310,14,0,low_poverty
15000US120190307013,3053,67,114,low_poverty
15000US120190307022,3910,193,0,low_poverty
15000US120190307031,2825,18,0,low_poverty
15000US120190309022,3203,126,367,low_poverty
15000US120190309032,912,292,129,high_poverty
15000US120190309041,1400,15,107,low_poverty
15000US120190309044,1367,0,28,low_poverty
15000US120190311062,1237,13,112,high_poverty
15000US120190311081,1375,77,56,low_poverty
15000US120190312002,2045,259,288,low_poverty
15000US120190312004,5883,226,112,low_poverty
15000US120190313001,2978,14,111,low_poverty
15000US120190314001,2033,242,122,high_poverty
15000US120190314002,1347,79,118,low_poverty
15000US120210002001,889,29,9,low_poverty
15000US120210003021,919,35,29,low_poverty
15000US120210004012,541,19,25,low_poverty
15000US120210004022,424,0,10,low_poverty
15000US120210101022,2666,87,86,low_poverty
15000US120210101023,1568,128,0,low_poverty
15000US120210101062,985,44,33,high_poverty
15000US120210101064,666,34,15,low_poverty
15000US120210101071,1677,107,23,low_poverty
15000US120210101091,440,0,0,low_poverty
15000US120210101092,1016,53,92,high_poverty
15000US120210101101,1212,84,175,high_poverty
15000US120210101104,1558,68,202,low_poverty
15000US120210102081,582,0,0,low_poverty
15000US120210102083,713,0,10,low_poverty
15000US120210102102,1563,78,102,low_poverty
15000US120210102112,961,22,32,high_poverty
15000US120210102121,379,0,45,low_poverty
15000US120210102123,3509,272,43,low_poverty
15000US120210102132,1531,29,17,low_poverty
15000US120210102133,2150,99,7,low_poverty
15000US120210102152,345,24,0,low_poverty
15000US120210103001,2423,426,362,high_poverty
15000US120210104011,1729,97,42,high_poverty
15000US120210104012,2515,135,445,low_poverty
15000US120210104081,1863,25,199,low_poverty
15000US120210104082,938,35,98,low_poverty
15000US120210104101,3894,391,894,high_poverty
15000US120210104111,3534,479,284,high_poverty
15000US120210104122,1371,154,0,high_poverty
15000US120210104144,1703,31,112,low_poverty
15000US120210104162,1841,46,78,low_poverty
15000US120210104172,1755,68,33,low_poverty
15000US120210104173,937,0,116,low_poverty
15000US120210104182,1943,87,140,low_poverty
15000US120210104203,1678,243,284,high_poverty
15000US120210105061,1366,236,159,low_poverty
15000US120210105062,1671,89,89,low_poverty
15000US120210105063,3062,795,460,high_poverty
15000US120210105081,3121,255,75,high_poverty
15000US120210105092,1004,32,0,low_poverty
15000US120210106041,744,22,67,low_poverty
15000US120210106043,1565,92,82,high_poverty
15000US120210106053,1404,167,23,low_poverty
15000US120210106061,873,0,0,low_poverty
15000US120210106062,1179,60,0,low_poverty
15000US120210107013,442,0,42,low_poverty
15000US120210107021,1855,138,355,high_poverty
15000US120210107022,1184,47,58,low_poverty
15000US120210108011,1052,19,75,low_poverty
15000US120210108022,1644,62,371,high_poverty
15000US120210108024,1447,161,210,high_poverty
15000US120210108033,1409,270,0,high_poverty
15000US120210109021,2803,183,151,low_poverty
15000US120210109031,2130,125,62,low_poverty
15000US120210109032,1837,238,38,low_poverty
15000US120210109033,1353,0,76,low_poverty
15000US120210109051,555,45,9,low_poverty
15000US120210109052,820,3,4,low_poverty
15000US120210110011,406,6,0,low_poverty
15000US120210110021,2126,53,35,low_poverty
15000US120210111032,1005,140,103,high_poverty
15000US120210111052,946,44,9,high_poverty
15000US120210112021,6682,239,538,high_poverty
15000US120210112022,8794,212,517,low_poverty
15000US120210113012,4361,390,1116,high_poverty
15000US120210113022,1561,265,646,high_poverty
15000US120231102011,1327,52,7,low_poverty
15000US120231102022,807,53,274,high_poverty
15000US120231103004,1315,42,132,high_poverty
15000US120231103005,632,16,265,high_poverty
15000US120231105003,748,102,52,low_poverty
15000US120231106022,1328,88,77,low_poverty
15000US120231107004,813,129,99,low_poverty
15000US120270101022,1389,78,435,high_poverty
15000US120270102001,511,6,45,low_poverty
15000US120270103013,3344,357,955,high_poverty
15000US120270103014,872,36,244,low_poverty
15000US120270104032,2089,273,201,low_poverty
15000US120270104063,855,76,115,low_poverty
15000US120299701012,1896,103,199,low_poverty
15000US120299701013,982,74,317,low_poverty
15000US120299701025,1636,97,248,low_poverty
15000US120299702003,1206,52,66,low_poverty
15000US120310001002,1467,0,101,low_poverty
15000US120310001004,338,31,152,high_poverty
15000US120310010002,545,376,83,high_poverty
15000US120310010003,609,50,285,high_poverty
15000US120310012002,510,28,83,low_poverty
15000US120310013001,952,353,5,high_poverty
15000US120310013003,551,122,286,high_poverty
15000US120310013004,912,251,171,high_poverty
15000US120310014002,593,0,37,high_poverty
15000US120310014004,573,41,156,high_poverty
15000US120310014006,1889,377,749,high_poverty
15000US120310015005,871,546,101,high_poverty
15000US120310021011,891,158,57,low_poverty
15000US120310021012,1126,16,153,high_poverty
15000US120310021021,1161,5,34,low_poverty
15000US120310022003,571,0,0,low_poverty
15000US120310022005,805,62,65,low_poverty
15000US120310025012,1360,190,293,high_poverty
15000US120310026002,629,149,332,high_poverty
15000US120310027012,1388,258,344,high_poverty
15000US120310028011,1334,305,213,high_poverty
15000US120310028013,799,40,49,high_poverty
15000US120310028022,1046,58,403,high_poverty
15000US120310029013,1162,364,496,high_poverty
15000US120310029014,316,42,59,high_poverty
15000US120310029021,469,214,37,high_poverty
15000US120310029022,1393,354,268,high_poverty
15000US120310101032,1947,38,13,low_poverty
15000US120310102021,1439,30,17,low_poverty
15000US120310102022,1875,37,318,high_poverty
15000US120310103012,1020,283,101,high_poverty
15000US120310103031,5480,416,267,low_poverty
15000US120310103032,1436,21,0,high_poverty
15000US120310103042,3264,76,123,low_poverty
15000US120310105003,2786,235,70,high_poverty
15000US120310105005,1573,129,123,low_poverty
15000US120310106003,2023,65,281,low_poverty
15000US120310107002,1540,53,393,low_poverty
15000US120310107003,1762,118,497,high_poverty
15000US120310108003,1451,70,328,high_poverty
15000US120310110001,816,20,96,low_poverty
15000US120310111001,2331,373,382,high_poverty
15000US120310112001,1800,223,29,high_poverty
15000US120310113001,1529,778,223,high_poverty
15000US120310115002,1649,142,340,high_poverty
15000US120310117002,1003,306,132,high_poverty
15000US120310118003,1088,96,32,high_poverty
15000US120310119011,490,0,72,low_poverty
15000US120310119012,1428,42,39,high_poverty
15000US120310119022,2175,9,537,low_poverty
15000US120310119023,4733,401,326,low_poverty
15000US120310120001,2023,471,120,high_poverty
15000US120310122003,1126,261,59,low_poverty
15000US120310122004,2890,736,662,high_poverty
15000US120310123001,741,25,74,low_poverty
15000US120310125002,778,128,140,low_poverty
15000US120310126013,425,18,0,low_poverty
15000US120310127032,1857,20,53,low_poverty
15000US120310127033,1427,75,18,low_poverty
15000US120310127041,1232,23,41,low_poverty
15000US120310127042,4252,598,507,low_poverty
15000US120310129001,1055,6,0,low_poverty
15000US120310129003,1036,13,106,low_poverty
15000US120310130001,945,19,0,low_poverty
15000US120310130002,1723,0,107,low_poverty
15000US120310132001,1378,152,308,high_poverty
15000US120310133002,4073,106,441,low_poverty
15000US120310134021,1037,337,154,high_poverty
15000US120310134024,1867,302,392,low_poverty
15000US120310134032,1656,193,359,high_poverty
15000US120310134042,1862,135,732,high_poverty
15000US120310135031,1985,525,113,low_poverty
15000US120310135043,2135,130,275,low_poverty
15000US120310135212,2216,126,104,high_poverty
15000US120310135213,1037,99,0,low_poverty
15000US120310137212,5416,561,273,low_poverty
15000US120310137231,2536,355,437,low_poverty
15000US120310137261,2878,20,564,low_poverty
15000US120310137262,884,88,0,low_poverty
